name,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,label
fuzz_1583.v,23,8,38,4,5,72,8,8,12,3,12,12,2,7,8,2,2,3,2,4,3,2,3,2,3,1,6,2,3,5,2,3,48,53,35,0,35,8,0,0,6,6,30,38,78,82,3,36,103,20,4,56,23,0
fuzz_5926,250,52,312,6,12,303,29,30,67,19,23,25,36,52,22,13,27,22,9,17,7,11,28,14,20,15,19,16,10,35,19,12,292,327,382,90,292,52,12,271,9,9,187,285,524,373,3,60,410,34,6,120,250,0
fuzz_7316_bug,124,36,103,6,7,290,27,14,74,31,20,28,21,50,25,14,17,13,14,12,9,15,9,16,16,13,13,11,11,28,16,18,274,194,199,112,87,36,1,0,7,7,165,255,504,239,6,44,271,32,6,109,124,1
fuzz_4058,394,9,204,5,16,360,42,30,72,32,27,32,42,56,27,23,120,13,15,15,14,19,121,16,24,21,14,16,14,27,16,16,346,453,518,338,180,9,106,0,4,4,199,335,636,485,3,24,512,25,5,88,394,0
fuzz_4945,68,15,77,1,2,59,9,5,13,5,8,4,4,8,3,2,7,4,1,3,3,1,9,3,3,2,5,1,2,3,2,4,47,76,103,29,74,15,6,52,0,0,36,58,97,83,1,0,89,6,1,14,68,0
fuzz_7711_bug,641,60,426,5,28,683,75,50,149,66,55,61,58,120,49,31,178,30,33,36,28,33,171,26,36,35,30,24,26,74,33,43,616,685,927,537,390,60,139,132,6,6,400,586,1136,724,7,38,748,26,5,76,641,1
fuzz_3623,0,0,1,2,0,15,3,1,0,2,0,3,1,5,0,0,1,1,0,2,1,0,1,0,1,1,2,3,3,1,0,1,16,18,0,0,0,0,0,0,1,1,10,9,21,35,4,7,45,12,2,31,0,0
fuzz_5135,65,18,86,1,3,78,6,5,14,7,8,10,7,17,4,6,7,4,4,4,5,5,4,0,3,0,4,8,1,4,6,5,73,69,106,23,83,18,3,90,0,0,44,64,125,75,1,0,80,5,1,9,65,0
fuzz_512.v,3,1,5,3,1,26,3,2,5,3,2,1,1,6,3,0,2,3,1,2,0,1,1,0,1,2,0,0,2,2,1,0,23,21,4,0,4,1,0,0,3,3,20,4,16,42,3,18,57,15,3,36,3,0
fuzz_1086.v,6,2,8,1,1,8,0,1,2,0,0,2,0,3,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,6,11,8,0,8,2,0,0,0,0,5,4,14,16,0,0,22,5,1,10,6,0
fuzz_7528_bug,366,35,255,6,22,431,37,26,99,47,31,41,30,76,44,19,105,13,23,21,19,14,104,24,23,20,21,25,18,51,20,23,373,410,542,310,232,35,83,57,6,6,224,366,709,455,7,37,486,32,6,82,366,1
fuzz_6336,396,100,539,9,18,571,53,49,139,52,49,42,53,97,37,27,39,26,29,27,27,23,42,18,22,30,28,27,25,63,23,27,548,485,669,152,517,100,21,509,8,8,332,491,952,555,14,50,598,48,9,145,396,0
fuzz_5728,452,106,541,7,25,537,36,42,129,37,46,43,51,116,37,25,56,20,22,25,27,29,52,33,26,23,27,18,29,54,24,19,530,524,664,149,515,106,24,477,10,10,319,501,957,582,9,66,619,39,7,121,452,0
fuzz_6615,228,50,282,4,11,263,31,21,54,24,21,25,17,45,25,11,20,15,10,10,13,8,22,16,13,15,18,14,12,25,10,14,235,280,346,77,269,50,10,256,3,3,130,240,501,306,1,20,331,22,4,77,228,0
fuzz_6359,117,25,144,2,3,117,7,13,33,10,6,10,12,15,11,9,16,6,5,7,3,9,16,3,4,8,8,4,9,15,2,4,155,127,178,38,140,25,8,94,1,1,72,127,240,140,2,6,150,10,2,21,117,0
fuzz_4029,346,7,185,7,15,374,34,29,90,31,34,32,34,60,30,15,103,18,16,19,16,13,102,16,16,13,11,17,15,43,13,9,320,423,443,274,169,7,87,0,8,8,211,265,559,482,12,53,516,39,7,124,346,0
fuzz_1496.v,28,9,41,3,7,70,5,12,10,3,6,8,7,11,8,6,5,2,3,0,3,3,0,5,0,2,3,5,2,5,3,1,58,50,41,0,41,9,0,0,4,4,28,35,95,70,1,24,87,15,3,41,28,0
fuzz_2071.v,11,1,14,3,4,23,1,2,3,3,3,1,3,5,2,1,2,3,0,2,1,1,2,1,0,1,1,1,0,4,2,2,19,32,14,0,14,1,0,0,3,3,16,20,34,51,1,18,68,15,3,39,11,0
fuzz_3736,179,5,86,4,12,184,21,13,43,14,21,10,14,31,17,5,56,7,10,11,9,10,54,7,5,7,6,9,8,17,8,14,189,227,232,151,81,5,47,0,3,3,92,156,296,254,2,19,278,22,4,73,179,0
fuzz_3940,0,0,0,1,0,9,0,2,1,3,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,7,5,15,15,1,0,21,6,1,14,0,0
fuzz_7495_bug,440,93,390,7,12,743,64,77,187,79,46,46,51,131,62,41,75,26,41,30,31,45,66,35,37,35,33,32,41,84,37,42,750,503,669,316,353,93,35,0,6,6,441,644,1343,553,6,39,592,38,7,107,440,1
fuzz_2849.v,19,5,29,3,7,24,0,3,5,4,2,2,1,5,2,2,0,0,0,1,2,1,1,5,3,2,0,2,2,7,1,0,20,43,26,0,26,5,0,0,5,5,19,31,48,64,1,30,81,15,3,44,19,0
fuzz_779.v,2,0,2,1,1,7,1,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,6,2,0,2,0,0,0,0,0,4,5,7,12,1,0,17,5,1,9,2,0
fuzz_2757.v,0,0,0,1,0,5,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,7,7,0,0,0,0,0,0,0,0,8,3,4,13,1,0,18,5,1,12,0,0
fuzz_407.v,13,1,15,4,6,25,3,1,6,4,2,4,1,4,0,1,1,0,2,1,0,0,2,3,0,1,1,2,1,3,1,0,30,53,15,0,15,1,0,0,3,3,29,27,64,76,0,18,100,20,4,63,13,0
fuzz_2088.v,10,2,15,5,5,31,1,3,9,2,2,1,1,9,3,1,3,2,3,3,3,0,2,1,2,0,1,1,1,2,0,1,25,39,13,0,13,2,0,0,6,6,25,17,46,72,2,36,100,25,5,60,10,0
fuzz_4418,64,2,42,3,3,108,9,8,25,3,9,15,9,19,11,7,20,1,5,8,6,5,22,6,8,5,5,3,5,14,4,2,103,113,83,49,34,2,17,0,2,2,69,71,192,136,3,14,154,18,3,69,64,0
fuzz_1381.v,16,5,26,4,4,28,2,1,7,2,4,5,3,1,3,1,0,1,2,0,0,2,1,0,1,1,1,2,2,3,2,3,28,37,25,0,25,5,0,0,3,3,20,26,57,62,2,18,84,20,4,44,16,0
fuzz_5239,106,25,134,3,7,140,13,7,35,14,11,11,11,24,14,10,11,8,11,10,8,5,15,10,11,5,7,8,8,16,6,10,152,141,163,40,123,25,5,125,2,2,81,140,248,164,5,13,178,16,3,53,106,0
fuzz_5388,227,56,293,6,14,303,30,29,66,24,28,23,23,54,26,15,18,11,16,14,12,10,28,16,15,18,16,14,19,27,12,16,243,280,363,85,278,56,9,270,7,7,169,232,490,327,6,46,361,34,6,94,227,0
fuzz_6815,121,28,130,7,8,222,18,25,52,15,14,19,24,44,11,5,21,10,5,12,12,10,13,9,9,6,7,6,9,18,10,17,181,201,174,53,121,28,7,168,7,7,142,148,292,254,7,46,293,39,7,126,121,0
fuzz_5529,191,50,279,3,9,281,31,12,75,23,25,26,20,42,27,15,21,12,20,11,13,17,18,13,18,15,14,12,12,30,15,12,254,227,321,60,261,50,6,243,2,2,146,229,475,252,6,13,266,17,3,55,191,0
fuzz_2319.v,15,5,24,1,3,17,3,2,4,3,2,1,0,1,1,0,1,0,0,3,3,0,0,0,2,0,0,0,3,2,1,2,21,23,22,0,22,5,0,0,0,0,7,20,32,28,0,0,34,5,1,13,15,0
fuzz_1382.v,18,6,34,3,6,43,6,8,8,2,3,1,5,8,2,3,0,4,2,3,1,3,3,1,6,2,1,0,3,6,3,1,39,45,28,0,28,6,0,0,2,2,30,33,54,65,3,12,80,15,3,44,18,0
fuzz_3912,382,7,172,8,14,414,43,40,86,36,41,37,30,67,34,13,112,15,16,12,16,18,120,19,18,14,25,23,16,36,25,8,375,478,493,339,154,7,101,0,8,8,204,312,714,540,9,52,584,45,8,149,382,0
fuzz_3080.v,5,3,11,1,2,14,1,1,3,1,2,1,1,4,0,2,0,0,0,0,0,1,1,1,1,0,0,1,0,3,1,1,14,14,10,0,10,3,0,0,0,0,12,22,16,20,1,0,25,5,1,14,5,0
fuzz_3142.v,3,0,3,1,1,6,0,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6,8,3,0,3,0,0,0,0,0,3,2,14,13,0,0,19,5,1,10,3,0
fuzz_7457_bug,617,124,502,7,18,938,88,75,180,85,91,82,91,160,86,57,126,43,42,49,37,60,132,38,48,49,55,37,42,75,38,38,890,695,916,462,454,124,73,0,9,9,553,789,1709,752,10,59,787,38,7,125,617,1
fuzz_1716.v,3,0,4,3,2,11,0,0,2,1,0,3,1,3,1,1,0,1,0,0,2,0,1,1,1,0,0,0,0,2,0,1,9,26,3,0,3,0,0,0,2,2,9,15,20,43,0,12,61,15,3,40,3,0
fuzz_4445,275,4,134,9,12,287,20,27,62,28,22,33,21,47,27,10,93,9,9,16,14,17,87,12,14,10,14,13,10,28,18,17,242,375,359,239,120,4,76,0,8,8,184,211,439,442,10,51,490,49,9,157,275,0
fuzz_3048.v,17,2,24,4,6,32,5,3,7,2,2,1,3,6,3,0,3,1,1,1,2,4,2,2,2,6,0,2,1,5,3,2,33,49,22,0,22,2,0,0,3,3,23,35,67,74,2,18,96,20,4,55,17,0
fuzz_5737,112,27,135,1,5,131,18,10,25,14,7,12,9,24,12,4,8,6,9,3,4,8,12,2,6,4,4,7,8,8,5,5,137,126,161,32,129,27,3,112,0,0,91,122,243,133,1,0,139,6,1,20,112,0
fuzz_6833,465,99,560,8,19,576,54,43,117,48,59,41,56,105,53,30,54,25,20,24,25,32,57,24,24,28,27,26,23,58,27,27,529,563,690,154,536,99,24,475,7,7,312,477,984,624,9,46,668,45,8,150,465,0
fuzz_5953,299,74,361,8,15,380,37,32,80,37,27,30,37,71,29,25,35,14,18,21,15,21,27,15,13,20,18,15,17,39,16,29,313,380,456,108,348,74,16,305,8,8,204,335,589,443,7,56,492,48,8,137,299,0
fuzz_6805,78,17,92,3,4,86,6,9,18,7,9,6,10,16,5,1,11,3,3,3,7,5,12,5,4,3,4,5,1,5,4,2,69,103,118,30,88,17,7,74,2,2,41,78,126,122,0,13,142,17,3,44,78,0
fuzz_4614,754,23,395,10,27,685,56,54,156,68,61,50,68,117,55,29,216,33,38,44,39,29,226,26,28,32,35,28,34,68,37,34,647,891,999,632,367,23,190,0,9,9,419,630,1287,964,7,61,1024,57,10,203,754,0
fuzz_5588,145,33,197,3,9,161,17,17,31,14,12,16,12,28,14,8,17,8,7,6,4,14,16,5,5,3,9,3,8,17,8,6,156,184,237,45,192,33,7,162,2,2,93,164,340,203,0,13,223,17,3,58,145,0
fuzz_3094.v,29,9,50,4,7,48,3,4,12,3,3,1,5,12,5,1,2,5,0,4,0,0,2,3,4,3,1,4,5,3,4,2,41,56,46,0,46,9,0,0,5,5,31,51,86,83,2,30,105,20,4,52,29,0
fuzz_3395,195,9,115,5,8,205,19,26,43,23,20,23,14,23,14,11,61,11,11,5,15,9,59,11,14,14,14,10,8,18,11,7,207,246,257,156,101,9,48,0,4,4,133,178,382,282,5,26,309,27,5,82,195,0
fuzz_2163.v,1,0,1,1,1,7,0,1,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,8,5,1,0,1,0,0,0,0,0,3,0,9,11,1,0,16,5,1,9,1,0
fuzz_3026.v,5,0,5,2,2,27,3,1,9,0,2,3,2,3,4,1,1,1,1,2,0,1,0,1,0,0,2,2,4,4,2,0,29,24,5,0,5,0,0,0,1,1,24,11,30,37,2,6,47,10,2,30,5,0
fuzz_7292_bug,279,72,234,6,11,457,26,43,101,42,38,40,46,83,38,27,38,17,19,17,27,25,46,26,25,31,23,19,24,48,24,24,442,349,437,228,209,72,14,0,11,11,272,441,846,402,10,71,430,32,6,113,279,1
fuzz_7097,255,72,344,7,16,352,35,39,74,37,25,35,21,53,33,16,23,8,21,14,22,18,32,18,15,11,15,17,24,28,18,10,291,360,421,92,329,72,11,279,9,9,225,304,589,415,5,62,458,41,7,155,255,0
fuzz_2283.v,5,3,13,1,2,14,3,0,3,0,2,3,2,1,0,0,2,1,3,0,2,2,1,2,1,0,0,1,0,2,0,2,15,15,12,0,12,3,0,0,0,0,9,10,24,21,1,0,26,5,1,15,5,0
fuzz_2720.v,1,0,1,1,1,8,0,3,0,1,0,1,0,2,1,0,0,0,2,2,0,1,0,1,0,0,1,1,1,0,0,1,11,7,1,0,1,0,0,0,0,0,5,8,12,13,1,0,18,5,1,11,1,0
fuzz_6637,265,66,347,6,13,363,35,29,70,31,41,30,34,64,29,22,33,15,21,15,13,21,25,16,12,10,14,24,19,34,27,15,377,333,429,94,335,66,13,363,5,5,235,312,643,375,6,30,406,31,6,104,265,0
fuzz_3314,19,0,8,2,2,42,2,3,11,4,0,4,5,10,3,1,5,2,1,5,1,3,7,1,1,3,1,3,1,5,4,1,43,27,23,16,7,0,4,0,1,1,28,21,43,43,4,6,52,11,2,20,19,0
fuzz_2764.v,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,4,2,10,0,0,16,5,1,10,0,0
fuzz_1497.v,6,3,10,1,1,13,2,1,1,1,1,0,3,2,2,0,0,0,2,1,0,0,0,2,0,0,1,1,1,0,0,1,8,10,10,0,10,3,0,0,0,0,4,11,21,16,1,0,21,5,1,9,6,0
fuzz_5763,377,105,500,7,19,475,46,27,93,38,50,50,42,81,48,28,51,32,22,29,29,28,37,20,23,29,16,21,23,47,25,29,458,473,623,146,477,105,17,454,6,6,287,455,920,525,7,40,564,39,7,141,377,0
fuzz_2553.v,13,5,18,3,4,26,3,2,8,3,1,1,0,6,2,0,1,0,1,1,2,3,2,2,0,1,2,1,1,3,5,2,24,32,18,0,18,5,0,0,3,3,14,30,42,52,2,18,68,15,3,37,13,0
fuzz_1395.v,6,0,7,4,3,20,0,3,6,2,0,0,1,7,1,0,2,2,0,0,1,1,1,0,1,3,0,1,2,1,0,0,17,38,6,0,6,0,0,0,3,3,15,15,40,62,1,18,85,20,4,55,6,0
fuzz_4710,264,5,132,6,13,255,23,20,62,19,21,17,19,42,32,15,85,14,20,12,12,14,83,10,12,19,16,17,12,27,12,15,247,334,337,217,120,5,68,0,6,6,140,225,462,377,6,37,408,31,6,107,264,0
fuzz_2955.v,13,4,21,4,5,50,8,4,11,1,4,4,8,9,1,3,4,1,7,2,3,3,3,6,1,1,4,2,1,9,1,7,59,43,20,0,20,4,0,0,4,4,34,25,71,70,3,24,91,20,4,54,13,0
fuzz_4779,134,3,66,3,8,164,11,20,40,13,16,9,18,31,6,7,40,9,6,5,9,11,39,5,6,9,7,10,15,20,5,7,167,151,174,114,60,3,35,0,2,2,92,110,241,173,5,12,186,15,3,34,134,0
fuzz_5755,255,68,361,7,15,348,28,36,67,23,33,39,37,59,26,23,36,24,15,19,13,22,27,21,19,16,16,16,12,34,19,14,361,354,422,80,342,68,11,330,10,10,251,337,704,410,7,64,449,39,7,148,255,0
fuzz_7487_bug,455,99,401,8,17,803,57,69,179,71,65,63,70,141,88,36,82,49,36,44,44,39,79,37,29,33,35,34,41,71,30,40,830,538,737,365,372,99,48,0,9,9,475,723,1451,596,7,57,639,42,8,134,455,1
fuzz_7099,41,11,47,1,2,48,3,5,15,4,2,5,7,5,2,1,5,1,4,1,0,2,4,3,1,1,2,2,2,6,2,3,53,52,66,20,46,11,3,31,0,0,26,48,78,59,2,0,63,5,1,16,41,0
fuzz_4203,296,3,141,4,11,226,18,19,57,16,16,18,19,41,22,18,93,16,9,11,15,9,84,9,13,8,11,13,4,24,10,9,217,336,382,254,128,3,79,0,3,3,134,210,431,363,3,18,385,21,4,64,296,0
fuzz_7983_bug,316,25,198,5,16,275,31,29,59,18,27,23,24,48,16,17,73,18,14,12,10,14,78,22,8,12,11,17,14,21,16,20,254,350,447,257,190,25,65,51,6,6,172,304,583,384,1,40,415,27,5,67,316,1
fuzz_3532,175,2,75,6,9,160,17,9,32,17,14,19,14,27,11,13,58,10,5,9,6,7,67,6,1,11,4,6,9,8,8,11,171,246,228,154,74,2,50,0,7,7,117,143,300,291,5,47,325,33,6,111,175,0
fuzz_1180.v,13,5,24,4,4,38,1,2,6,3,7,5,4,5,5,3,5,6,2,2,0,2,3,2,3,2,2,0,1,4,4,1,49,39,21,0,21,5,0,0,4,4,23,28,75,66,3,24,87,20,4,50,13,0
fuzz_7189,250,64,332,4,11,319,37,25,69,25,24,24,29,61,25,13,28,13,12,22,22,16,30,18,11,15,20,12,19,34,11,22,310,295,410,89,321,64,13,305,3,3,203,281,590,326,7,18,344,21,4,69,250,0
fuzz_1796.v,12,4,19,3,3,41,7,2,5,6,4,5,3,5,4,2,2,2,1,2,3,2,2,0,2,2,3,2,0,6,4,2,37,36,17,0,17,4,0,0,2,2,20,28,44,55,2,12,71,15,3,41,12,0
fuzz_1675.v,3,0,3,1,2,9,1,1,3,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,12,12,3,0,3,0,0,0,0,0,7,7,21,17,0,0,23,5,1,14,3,0
fuzz_4070,335,10,166,9,19,379,30,37,85,25,28,38,28,78,30,20,98,17,11,23,22,17,105,16,13,24,26,15,13,26,15,15,393,424,429,276,153,10,83,0,8,8,213,293,641,494,11,54,543,51,9,148,335,0
fuzz_2365.v,7,1,9,1,3,11,0,0,1,1,0,4,0,1,4,0,0,0,0,3,1,0,1,0,1,1,0,0,1,0,0,1,11,15,8,0,8,1,0,0,0,0,6,9,25,20,0,0,26,5,1,13,7,0
fuzz_7233_bug,532,63,297,10,25,701,57,51,159,61,62,66,59,120,66,20,109,39,24,42,33,33,98,25,26,36,40,28,34,66,27,32,549,671,711,440,271,63,74,0,9,9,302,511,1134,747,11,60,802,56,10,204,532,1
fuzz_1135.v,56,25,115,4,12,94,4,7,22,8,13,4,8,18,10,5,6,11,9,6,2,3,5,9,8,6,2,7,4,11,3,4,79,82,107,0,107,25,0,0,3,3,42,90,194,106,1,18,129,20,4,49,56,0
fuzz_4564,56,4,35,1,4,49,4,3,11,4,5,4,3,14,1,4,19,3,2,5,5,3,15,6,4,3,2,4,0,8,1,6,57,71,73,42,31,4,13,0,0,0,54,58,99,78,1,0,84,6,1,21,56,0
fuzz_7015,447,106,563,7,21,497,44,45,112,36,44,50,37,90,39,30,51,31,15,27,23,27,51,27,24,25,28,23,24,51,22,26,457,521,707,168,539,106,28,447,9,9,310,461,967,573,5,58,613,38,7,121,447,0
fuzz_4921,404,94,516,8,18,518,37,47,111,41,49,55,31,94,53,24,42,17,19,22,25,23,45,31,20,17,23,29,25,48,21,30,459,498,630,134,496,94,20,448,7,7,302,427,877,558,8,46,603,45,8,146,404,0
fuzz_3598,495,13,254,7,14,471,32,36,117,45,23,50,30,90,48,20,150,26,23,20,22,19,144,18,18,18,12,24,26,56,24,22,411,583,640,404,236,13,127,0,7,7,274,394,758,638,10,44,673,38,7,133,495,0
fuzz_4553,479,10,252,6,16,418,26,30,101,28,33,43,46,78,33,16,144,30,19,21,20,23,137,23,29,23,17,17,15,53,29,16,428,551,627,404,223,10,121,0,5,5,270,380,794,596,6,34,630,34,6,111,479,0
fuzz_970.v,27,9,44,3,8,47,3,3,12,1,4,3,4,11,6,3,1,4,4,0,4,2,2,4,1,5,1,3,1,6,0,3,49,55,43,0,43,9,0,0,3,3,38,62,80,74,1,18,91,15,3,46,27,0
fuzz_7762_bug,90,8,62,1,3,106,6,8,32,7,9,6,10,18,10,3,21,3,3,3,2,3,25,5,5,6,4,8,5,12,7,6,109,92,139,82,57,8,19,17,0,0,51,84,187,99,2,0,103,5,1,7,90,1
fuzz_3072.v,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,2,6,9,12,0,0,18,5,1,12,0,0
fuzz_4514,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,6,8,0,0,0,0,0,0,0,0,6,6,16,13,0,0,19,5,1,13,0,0
fuzz_2577.v,14,5,23,1,4,21,2,3,3,2,1,2,5,3,0,1,1,3,1,3,0,1,2,0,1,3,0,2,2,3,1,1,19,23,22,0,22,5,0,0,0,0,11,22,53,28,0,0,34,5,1,14,14,0
fuzz_5188,489,110,612,7,24,566,52,50,133,43,63,44,47,92,42,31,53,25,24,22,24,40,52,31,36,30,24,26,32,56,29,27,560,571,753,177,576,110,28,515,13,13,333,520,1000,631,7,87,671,40,7,135,489,0
fuzz_5124,258,69,360,8,10,365,23,34,81,24,45,26,32,67,33,23,34,18,19,15,15,22,31,14,16,14,19,18,24,28,17,19,324,332,431,87,344,68,14,322,8,8,194,331,612,389,7,49,432,42,8,124,258,0
fuzz_7892_bug,634,51,352,6,30,652,46,53,142,68,49,64,63,105,62,27,182,30,40,17,34,27,176,36,32,29,28,29,33,61,32,32,601,690,901,581,320,51,149,106,9,9,384,603,1163,737,4,60,773,34,6,99,634,1
fuzz_1201.v,0,0,0,3,0,16,3,1,3,1,2,4,0,1,1,1,0,2,0,2,2,2,1,1,0,0,3,1,2,2,2,4,19,24,0,0,0,0,0,0,2,2,12,11,33,43,2,12,59,15,3,41,0,0
fuzz_1573.v,12,5,18,3,4,30,4,3,3,2,7,2,4,4,1,2,0,3,3,2,1,3,4,1,0,0,1,0,0,3,0,1,25,32,18,0,18,5,0,0,2,2,22,24,59,50,1,12,67,15,3,37,12,0
fuzz_6184,72,17,102,1,4,89,8,5,26,8,4,12,6,11,9,5,7,6,8,4,6,2,7,8,6,2,2,8,4,14,9,12,74,78,124,28,96,17,4,80,0,0,58,63,116,86,2,0,91,6,1,12,72,0
fuzz_5143,329,72,404,7,23,474,45,40,110,40,30,50,41,80,38,23,43,21,29,20,19,18,45,18,26,25,26,20,20,60,24,31,419,426,502,124,378,72,23,334,7,7,269,406,772,479,7,46,518,39,7,143,329,0
fuzz_3118.v,20,8,39,4,6,44,6,2,13,4,1,4,3,8,3,3,0,3,1,2,4,4,2,2,1,6,2,4,0,5,2,6,41,35,38,0,38,8,0,0,3,3,21,42,66,60,2,18,82,20,4,38,20,0
fuzz_6983,451,105,584,9,21,559,52,52,127,50,51,50,48,79,50,37,56,22,35,27,20,26,58,31,26,30,28,34,31,46,26,29,555,557,701,143,558,105,27,494,8,8,354,494,962,622,10,49,668,47,9,161,451,0
fuzz_3360,160,4,91,6,11,236,27,14,59,21,23,18,19,41,14,9,51,9,5,9,9,15,49,11,8,13,15,14,10,17,8,11,204,259,208,125,83,4,42,0,5,5,99,199,359,302,6,32,334,32,6,136,160,0
fuzz_2151.v,17,5,22,3,6,21,2,3,6,2,2,2,0,1,3,1,0,1,0,0,0,1,2,2,0,1,0,3,3,3,2,1,17,36,22,0,22,5,0,0,4,4,13,22,57,55,0,24,73,15,3,38,17,0
fuzz_252.v,7,0,8,3,4,18,1,2,6,1,1,0,1,3,3,0,2,3,1,1,0,0,0,0,1,0,0,0,1,3,1,2,20,32,7,0,7,0,0,0,4,4,15,16,34,51,0,24,69,15,3,44,7,0
fuzz_4708,389,7,212,7,18,447,36,43,101,42,42,38,35,70,40,17,117,21,15,17,17,20,117,17,22,14,14,24,18,46,21,23,382,482,500,310,190,7,100,0,8,8,241,326,707,536,9,50,571,37,7,138,389,0
fuzz_6154,25,5,24,1,2,34,2,5,7,4,3,4,2,6,1,0,2,0,1,3,2,0,5,2,1,1,0,2,2,1,1,0,23,32,33,10,23,5,2,19,0,0,18,23,42,38,1,0,43,5,1,12,25,0
fuzz_3674,747,15,362,11,27,707,56,74,152,70,62,58,70,109,56,28,229,33,29,25,36,21,231,26,32,26,43,28,23,68,41,40,665,875,971,641,330,15,198,0,10,10,428,621,1164,961,15,65,1018,61,11,199,747,0
fuzz_6039,163,42,222,6,9,244,22,17,53,25,20,18,19,42,28,8,18,15,9,5,10,10,24,13,9,4,13,11,8,21,6,12,189,238,271,58,213,42,12,217,6,6,127,172,432,281,4,40,316,33,6,114,163,0
fuzz_594.v,2,2,4,1,1,4,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,8,4,0,4,2,0,0,0,0,6,4,13,13,0,0,19,5,1,11,2,0
fuzz_7224_bug,812,64,498,6,64,835,87,75,189,63,83,53,65,161,59,41,174,42,35,36,38,45,168,34,37,39,49,42,51,71,35,52,769,839,1042,581,461,64,133,0,5,5,466,731,1422,884,7,32,916,33,6,65,812,1
fuzz_1318.v,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,6,2,0,2,1,0,0,0,0,3,8,7,11,0,0,17,5,1,10,1,0
fuzz_6521,398,106,525,6,16,507,43,40,116,46,52,40,44,80,46,18,52,26,31,27,24,26,44,25,25,20,27,26,35,44,32,26,479,489,634,134,500,106,17,481,5,5,283,502,904,535,7,33,568,34,6,130,398,0
fuzz_3309,74,1,44,1,3,68,5,5,17,8,4,6,5,10,8,6,22,8,1,6,5,0,21,3,9,5,4,0,7,11,1,7,71,83,96,61,35,1,20,0,0,0,36,57,105,91,2,0,96,6,1,15,74,0
fuzz_2916.v,3,0,4,2,2,11,2,1,1,1,0,2,0,2,2,0,0,1,1,0,1,1,2,0,1,0,0,2,0,0,1,0,5,14,3,0,3,0,0,0,1,1,12,0,18,27,2,6,37,10,2,22,3,0
fuzz_5405,330,79,426,6,14,445,35,44,95,41,29,41,37,71,52,28,29,16,18,21,22,21,36,23,19,25,27,22,10,40,18,18,435,401,525,118,407,79,12,358,8,8,227,370,815,445,3,51,481,33,6,112,330,0
fuzz_503.v,15,4,21,4,5,44,2,5,7,3,5,4,4,8,6,2,1,1,1,4,3,2,3,6,2,1,2,1,2,5,3,2,40,49,19,0,19,4,0,0,4,4,34,31,66,76,3,24,97,20,4,58,15,0
fuzz_6869,8,1,5,1,1,6,0,0,0,0,2,0,2,1,1,0,2,1,0,0,1,1,2,1,0,1,0,1,0,1,1,0,5,17,10,5,5,1,2,12,0,0,6,9,18,23,0,0,30,6,1,15,8,0
fuzz_2518.v,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,10,0,0,16,5,1,10,0,0
fuzz_5773,302,85,406,6,16,414,29,43,101,35,38,37,30,72,29,15,26,17,18,14,20,19,28,19,26,14,18,14,24,45,11,14,363,356,479,99,380,85,9,330,5,5,250,346,689,400,5,33,435,34,6,93,302,0
fuzz_2422.v,30,8,46,2,9,24,5,3,2,4,0,4,3,2,1,0,3,1,2,1,1,3,0,1,1,1,2,2,3,2,0,2,31,40,45,0,45,8,0,0,1,1,17,36,75,52,1,6,63,10,2,21,30,0
